procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 1  0      0  72060    904 171832    0    0 66460    10 1280 1550  1  2 82 15  0 2025-04-19 13:51:02
 0  0      0  84408    872 158548    0    0  3333    10  394  585  0  1 99  0  0 2025-04-19 13:51:07
 0  0      0  85460    604 159516    0    0 62668     6 1246 1574  1  2 85 13  0 2025-04-19 13:51:12
 0  0      0  68120    852 176448    0    0  3484    10  442  644  0  0 99  0  0 2025-04-19 13:51:17
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 0  0      0  68628   1236 164428    0    0 46677    11 1096 1406  1  2 87 10  0 2025-04-19 13:51:22
 0  0      0  79876   2336 161268    0    0  5768    15  511  699  0  1 98  0  0 2025-04-19 13:51:27
 0  0      0  69484    608 174616    0    0 59779     9 1201 1515  1  2 87 10  0 2025-04-19 13:51:32
 0  0      0  93304    656 150692    0    0  1581    25  415  612  0  1 99  0  0 2025-04-19 13:51:37
 1  0      0  87024    464 156384    0    0 50831     5 1161 1448  1  2 85 13  0 2025-04-19 13:51:42
 0  0      0  94480    708 148736    0    0 12010    16  554  741  0  1 97  1  0 2025-04-19 13:51:47
 1  0      0  96816    784 146620    0    0  8125     5  469  690  0  0 98  1  0 2025-04-19 13:51:52
 0  0      0  72036    736 171712    0    0 45374    16 1084 1342  1  2 90  7  0 2025-04-19 13:51:57
 0  0      0  80024    968 163636    0    0  6881     5  542  694  0  1 98  0  0 2025-04-19 13:52:02
 0  0      0  67616    896 176244    0    0 63422    10 1228 1536  1  2 82 15  0 2025-04-19 13:52:07
 0  0      0  76444    704 167300    0    0  3210    12  415  623  0  1 99  0  0 2025-04-19 13:52:12
 0  0      0  90324    448 153936    0    0 67170    10 1300 1600  1  2 81 15  0 2025-04-19 13:52:17
 0  0      0  66384   2160 174800    0    0  4522    11  488  687  0  1 98  0  0 2025-04-19 13:52:22
 0  0      0  74320    404 168980    0    0 57096    13 1264 1545  1  2 84 13  1 2025-04-19 13:52:27
 0  0      0  80424   1708 160160    0    0  3101    25  493  683  0  1 98  0  0 2025-04-19 13:52:32
 0  0      0 102256    448 139016    0    0 48554     7 1102 1390  1  2 90  7  0 2025-04-19 13:52:37
 0  0      0  86956    828 157168    0    0 10246    40  466  676  0  1 98  0  0 2025-04-19 13:52:42
 2  4      0  68340    844 173596    0    0 30915     5  821 1191  1  1 94  4  0 2025-04-19 13:52:47
 1  0      0  89052   2092 150556    0    0 72877    17 1188 1284  1  2 77 21  0 2025-04-19 13:52:52
 0  0      0  76200   2124 163648    0    0  2634    10  434  620  0  1 99  0  0 2025-04-19 13:52:57
 0  0      0  82080   1064 160592    0    0 46461    18 1183 1504  1  2 90  8  0 2025-04-19 13:53:02
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 2  0      0  86160    552 156676    0    0  4609    10  451  623  0  1 99  0  0 2025-04-19 13:53:07
 0  0      0  86728   2296 152272    0    0 50920    11 1184 1458  1  2 63 33  1 2025-04-19 13:53:12
 1  0      0  70880   2732 169180    0    0  3462    18  484  660  0  1 99  0  0 2025-04-19 13:53:17
 0  0      0  72344    876 170676    0    0 62385    15 1316 1581  1  2 85 11  0 2025-04-19 13:53:22
 0  0      0  72464   1104 170564    0    0  1509    23  414  601  0  0 99  0  0 2025-04-19 13:53:27
 4  0      0  83848    244 159296    0    0 60231     6 1208 1482  1  2 80 17  0 2025-04-19 13:53:32
 0  0      0  81660   2372 157940    0    0 13692    17  615  754  0  1 97  1  0 2025-04-19 13:53:37
 0  3      0  85164    308 156128    0    0 10518    10  561  798  0  1 96  3  0 2025-04-19 13:53:42
 4  0      0  76376    968 165548    0    0 65527    30 1239 1415  1  2 85 11  0 2025-04-19 13:53:47
 0  0      0  83276    636 159156    0    0  6152    14  442  634  0  1 99  0  0 2025-04-19 13:53:52
 0  0      0  72900   2192 166588    0    0 60981    17 1171 1455  1  2 86 11  0 2025-04-19 13:53:57
 0  0      0  79100    596 162092    0    0 11734    27  621  811  1  1 96  2  1 2025-04-19 13:54:02
 0  0      0  78028    328 166228    0    0 48813    26 1098 1349  1  2 88  9  0 2025-04-19 13:54:07
 1  0      0  72232    616 171644    0    0  1138     8  389  590  0  0 99  0  0 2025-04-19 13:54:12
 0  0      0  66996    432 176652    0    0 59165    20 1205 1561  1  2 85 12  1 2025-04-19 13:54:17
 0  0      0  74788    944 168556    0    0  1246     5  416  615  0  0 99  0  0 2025-04-19 13:54:22
 0  0      0  88164    364 154516    0    0 65018     7 1264 1544  1  2 85 12  0 2025-04-19 13:54:27
 0  0      0  66364    952 176452    0    0 13370    15  489  662  0  1 98  1  0 2025-04-19 13:54:32
 0  1      0  82224    388 160152    0    0 16915     6  580  748  0  1 96  2  0 2025-04-19 13:54:37
 0  0      0  77336    596 165024    0    0 46898    17 1108 1375  1  2 90  7  0 2025-04-19 13:54:42
 0  0      0  97608    776 144724    0    0  2310     5  396  608  0  0 99  0  0 2025-04-19 13:54:47
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 1  0      0  82904   1068 160600    0    0 77820    20 1384 1600  1  2 82 14  0 2025-04-19 13:54:52
 0  0      0  76884   1076 166016    0    0  1089     6  377  583  0  0 99  0  0 2025-04-19 13:54:57
 0  0      0  78740    656 164212    0    0 39106    16 1011 1310  1  2 92  5  0 2025-04-19 13:55:02
 0  0      0  84236    692 158596    0    0  1907     6  370  586  0  0 99  0  0 2025-04-19 13:55:07
 0  0      0  67608    492 175412    0    0 46798    10 1071 1349  1  2 88  9  0 2025-04-19 13:55:12
 0  0      0  85240    976 157244    0    0  2892    18  456  648  0  1 99  0  0 2025-04-19 13:55:17
 0  0      0 100628    264 143264    0    0 66537    10 1289 1513  1  2 82 14  0 2025-04-19 13:55:22
 0  0      0  88584    656 154844    0    0  2390    10  417  585  0  0 99  0  0 2025-04-19 13:55:27
 0  0      0  85184    404 159024    0    0 53751    16 1206 1526  1  2 83 14  0 2025-04-19 13:55:32
 0  0      0  71684    964 171800    0    0 10416     5  520  652  0  1 98  1  0 2025-04-19 13:55:37
 0  2      0  91944    280 151456    0    0  9681     6  551  726  0  1 98  1  0 2025-04-19 13:55:42
 0  0      0  96856    812 147392    0    0 58040    10 1167 1403  1  2 89  8  0 2025-04-19 13:55:47
 0  0      0  77972    892 165968    0    0  3727    10  478  639  0  1 99  0  0 2025-04-19 13:55:52
 0  0      0  78312    656 165004    0    0 47562    16 1067 1300  1  2 91  7  0 2025-04-19 13:55:57
 1  0      0  81840    792 160964    0    0  6018     5  539  716  1  1 97  1  0 2025-04-19 13:56:02
 0  0      0  71188    752 172332    0    0 56598    17 1229 1443  1  2 86 11  0 2025-04-19 13:56:07
 0  0      0  95252    716 138032    0    0  3257     5  476  632  0  1 99  0  0 2025-04-19 13:56:12
 0  0      0  85484    460 158664    0    0 48509    18 1148 1386  1  2 92  5  0 2025-04-19 13:56:17
 0  0      0  71624   1024 171816    0    0  2710     0  475  656  0  0 99  0  0 2025-04-19 13:56:22
 0  0      0  65908    652 178552    0    0 62109     6 1356 1573  1  2 80 17  0 2025-04-19 13:56:27
 0  0      0  78260    816 164544    0    0 13578    10  548  672  0  1 98  1  0 2025-04-19 13:56:32
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 0  1      0  80364   1708 148284    0    0 15630    10  793 1124  1  1 97  1  0 2025-04-19 13:56:37
 0  0      0  72012    796 173144    0    0 48973    17  935  998  1  2 84 14  0 2025-04-19 13:56:42
 0  0      0  83704    956 161108    0    0  4366     5  463  689  0  0 99  0  0 2025-04-19 13:56:47
 0  0      0  68960   2368 167612    0    0 73332     7 1415 1607  1  2 81 16  0 2025-04-19 13:56:52
 0  0      0  95796   2060 145156    0    0  3481    14  450  645  0  1 99  0  0 2025-04-19 13:56:57
 1  0      0  56896    936 171640    0    0 93024    35 1534 1808  1  3 71 25  0 2025-04-19 13:57:02
 0  0      0  81508    912 159912    0    0  4290    18  473  661  0  1 99  0  0 2025-04-19 13:57:07
 4  1      0  74228    164 168812    0    0 62065     5 1141 1313  1  2 80 17  0 2025-04-19 13:57:12
 0  0      0 109684    724 135452    0    0 40651    11  832 1031  1  1 88 10  0 2025-04-19 13:57:17
 0  0      0 101116    748 144036    0    0  1710    11  438  627  0  1 99  0  0 2025-04-19 13:57:22
 0  0      0  84432    556 159988    0    0 68458    17 1212 1492  1  2 81 16  0 2025-04-19 13:57:27
 0  0      0  75612    816 168660    0    0  1783     5  420  643  0  0 99  0  0 2025-04-19 13:57:32
 0  0      0  79360   2280 161936    0    0 74122    18 1382 1622  1  2 79 17  0 2025-04-19 13:57:37
 0  0      0  68804   2584 170268    0    0  1706     7  506  690  0  1 99  0  0 2025-04-19 13:57:42
 0  0      0  98364    320 145988    0    0 73420    12 1453 1732  1  2 80 17  0 2025-04-19 13:57:47
 0  0      0  79432    656 164836    0    0  7760    22  481  692  0  1 98  1  0 2025-04-19 13:57:52
 0  2      0 103964   1040 125012    0    0 21422     5  814 1174  1  1 95  3  0 2025-04-19 13:57:57
 0  0      0  80984    608 160632    0    0 64780    20 1166 1329  1  2 79 18  0 2025-04-19 13:58:02
 0  0      0  87596   2728 151432    0    0  5046    10  583  727  0  1 98  0  0 2025-04-19 13:58:07
 0  0      0  77564   1080 163608    0    0 72847    39 1343 1630  1  2 53 43  1 2025-04-19 13:58:12
 1  0      0  81124   2352 153120    0    0  6650    12  598  764  1  1 98  0  0 2025-04-19 13:58:17
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 2  0      0  74108    568 166148    0    0 96389    42 1597 1769  1  3 68 28  0 2025-04-19 13:58:22
 1  0      0  76760    520 164532    0    0  8125    11  448  629  0  1 99  0  0 2025-04-19 13:58:27
 3  2      0  91428    280 148520    0    0 44560    17 1011 1235  1  2 87 10  1 2025-04-19 13:58:33
 4  0      0  73924   2532 162252    0    0 72474    33 1169 1289  1  2 78 19  0 2025-04-19 13:58:38
 1  0      0  86872    796 149940    0    0  2343     9  499  672  0  1 98  0  0 2025-04-19 13:58:43
 0  0      0  78960    424 155848    0    0 111002    39 1672 1863  1  3 64 30  1 2025-04-19 13:58:48
 0  0      0  85860    628 154076    0    0  5240    16  499  672  0  1 98  0  0 2025-04-19 13:58:53
 0  0      0  76132   2080 161088    0    0 68173    28 1464 1646  1  2 81 15  0 2025-04-19 13:58:58
 0  0      0  83152   1724 153724    0    0  5681    23  476  670  0  1 99  0  0 2025-04-19 13:59:03
 8  2      0  80312    268 148120    0    0 49766    20 1134 1400  1  2 86 11  0 2025-04-19 13:59:08
 0  0      0  82804    828 145312    0    0 92178    19 1255 1342  1  2 67 30  0 2025-04-19 13:59:13
 0  0      0  75016   2300 150440    0    0  4984    37  585  758  0  1 98  0  0 2025-04-19 13:59:18
 0  0      0  68404    920 163992    0    0 72853    16 1328 1644  1  2 84 13  0 2025-04-19 13:59:23
 0  0      0  74100    988 157500    0    0  4182    13  454  606  1  1 98  0  0 2025-04-19 13:59:28
 0  0      0  77884    564 152736    0    0 90543    17 1551 1755  1  3 75 21  0 2025-04-19 13:59:33
 0  0      0  76552   1080 154120    0    0  8320     6  450  602  1  1 98  1  0 2025-04-19 13:59:38
 3  2      0  64820    412 165096    0    0 72194    18 1216 1450  1  2 80 17  1 2025-04-19 13:59:43
 0  0      0  75272    736 156828    0    0 53726     5  852 1058  0  1 83 14  0 2025-04-19 13:59:48
 0  0      0  88992    732 142764    0    0  2219     7  379  612  0  0 99  0  0 2025-04-19 13:59:53
 0  0      0  66732    604 163240    0    0 90462    10 1395 1594  1  2 76 21  0 2025-04-19 13:59:58
 1  0      0  75880    272 155364    0    0 11080    10  566  750  1  1 93  3  2 2025-04-19 14:00:03
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 2  0      0  74252    432 142756    0    0 67434    10 1416 1630  1  2 82 14  1 2025-04-19 14:00:08
 0  0      0  82056    956 140936    0    0  5761     1  476  682  0  1 98  0  1 2025-04-19 14:00:13
 0  1      0  80008    588 149176    0    0 67586    13 1188 1541  1  2 76 20  1 2025-04-19 14:00:18
 0  0      0  80548    580 150612    0    0 23710    10  601  809  0  1 95  3  0 2025-04-19 14:00:23
 3  0      0  97316   1132 116936    0    0 11657     6  663  988  1  1 96  2  0 2025-04-19 14:00:28
 0  0      0  75116    380 156500    0    0 72867    10 1041 1218  1  2 78 20  0 2025-04-19 14:00:33
 0  0      0  66296    672 164776    0    0  1710    16  385  581  0  0 99  0  0 2025-04-19 14:00:38
 1  0      0  65064    796 166292    0    0 77362     5 1254 1458  1  2 78 19  0 2025-04-19 14:00:43
 0  0      0  72376    692 160000    0    0  2460    10  407  648  0  0 99  0  0 2025-04-19 14:00:48
 0  0      0  93292    292 139644    0    0 66972     5 1251 1526  1  2 81 16  0 2025-04-19 14:00:53
 0  0      0  77096    744 156004    0    0  9341    10  513  650  0  1 97  2  0 2025-04-19 14:00:58
 0  1      0  74456    268 158976    0    0 49316     6 1131 1461  1  2 82 15  1 2025-04-19 14:01:03
 0  0      0  84124    560 150276    0    0 29132    16  788  867  1  1 94  3  0 2025-04-19 14:01:08
 1  1      0  78600    716 155940    0    0  4926     5  506  650  0  0 99  0  0 2025-04-19 14:01:13
 0  0      0  65920    724 169248    0    0 78766    10 1392 1683  1  2 78 18  0 2025-04-19 14:01:18
 0  0      0  77828    688 157272    0    0  2961    10  440  632  0  0 99  0  0 2025-04-19 14:01:23
 0  0      0  68704    748 166296    0    0 60194    10 1217 1525  1  2 81 15  0 2025-04-19 14:01:28
 0  0      0  84888    484 149932    0    0  1248     5  456  640  0  0 99  0  0 2025-04-19 14:01:33
 0  0      0  82192    708 153500    0    0 69753    14 1286 1517  1  2 79 17  1 2025-04-19 14:01:38
 0  0      0  75868    672 159584    0    0  5719     5  418  605  0  1 99  0  0 2025-04-19 14:01:43
 1  1      0  80152    316 156168    0    0 67730    10 1185 1517  1  2 78 19  0 2025-04-19 14:01:48
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 1  0      0  69052    776 166296    0    0 30916    12  755  900  0  1 91  7  0 2025-04-19 14:01:53
 0  0      0  85976    784 149392    0    0   190     5  436  613  0  0 99  0  0 2025-04-19 14:01:58
 0  0      0  76100   1948 154476    0    0 90587    18 1610 1838  1  3 74 22  1 2025-04-19 14:02:03
 0  0      0  81180   1596 151144    0    0  2742    12  476  652  0  1 99  0  0 2025-04-19 14:02:08
 0  0      0  81468   1712 149184    0    0 88406    12 1543 1714  1  3 70 26  0 2025-04-19 14:02:13
 0  0      0  82320   1508 148936    0    0  6224     9  527  724  0  1 99  0  0 2025-04-19 14:02:18
 0  0      0  87708    568 147160    0    0 83782    28 1450 1699  1  2 76 21  0 2025-04-19 14:02:23
 0  0      0  66824   1004 167128    0    0  4059     5  435  641  0  0 99  0  0 2025-04-19 14:02:28
 1  6      0  67948   1036 157360    0    0 29558     1  861 1181  1  1 93  5  0 2025-04-19 14:02:33
 0  0      0  69656    784 162636    0    0 94822    10 1403 1421  1  3 66 31  0 2025-04-19 14:02:38
 0  0      0  66352    872 159516    0    0  5155    17  527  698  0  1 98  0  0 2025-04-19 14:02:43
 0  0      0  74088   2124 156116    0    0 106257    10 1687 1853  1  3 71 25  0 2025-04-19 14:02:48
 0  0      0  69704   2124 159844    0    0 10954    11  558  707  0  1 98  0  0 2025-04-19 14:02:53
 4  0      0 102620    308 130288    0    0 55196    10 1160 1414  1  2 84 14  0 2025-04-19 14:02:58
 0  0      0  84152    660 149060    0    0 13893    43  552  779  0  1 96  3  0 2025-04-19 14:03:03
 0  2      0  82064    708 150472    0    0  9578     6  512  705  0  1 98  1  0 2025-04-19 14:03:08
 0  0      0  93240    584 138720    0    0 48165    10 1141 1417  1  2 83 14  0 2025-04-19 14:03:13
 0  0      0  68436    832 148272    0    0  1957     5  466  631  0  1 99  0  0 2025-04-19 14:03:18
 0  0      0  81132    864 150708    0    0 69123    10 1453 1646  1  2 82 15  0 2025-04-19 14:03:23
 0  0      0  79368   1088 152044    0    0   309     5  438  624  0  0 99  0  0 2025-04-19 14:03:28
 0  0      0  73312    660 158872    0    0 69347     5 1294 1570  1  2 81 16  0 2025-04-19 14:03:33
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 1  0      0  77504    928 154444    0    0  6967    10  454  638  0  1 99  0  0 2025-04-19 14:03:38
 0  0      0  83928    376 148620    0    0 86434     5 1346 1637  1  2 72 24  0 2025-04-19 14:03:43
 0  0      0  69736    524 164600    0    0 17782    10  478  666  0  1 97  2  0 2025-04-19 14:03:48
 0  1      0  78948   1324 150532    0    0 42711     6 1152 1415  1  2 90  7  0 2025-04-19 14:03:53
 0  0      0  84036    744 149388    0    0 91107    14 1150 1244  0  2 71 26  0 2025-04-19 14:03:58
 0  0      0  72508    772 161280    0    0  8240    10  516  770  0  1 98  1  0 2025-04-19 14:04:03
 1  0      0  86528    596 147580    0    0 72469    15 1224 1605  1  2 76 21  0 2025-04-19 14:04:08
 0  0      0  77832   2464 151284    0    0  8414     6  524  750  0  1 98  1  0 2025-04-19 14:04:13
 0  0      0  91696    392 142720    0    0 87396    30 1484 1745  1  3 77 19  0 2025-04-19 14:04:18
 0  0      0  93680    748 136120    0    0 12228    11  525  684  0  1 97  2  0 2025-04-19 14:04:23
 1  0      0  69896   2196 159020    0    0 30869     6 1035 1305  1  1 92  5  0 2025-04-19 14:04:28
 0  0      0  82344    400 151028    0    0 58898    18  946 1069  0  2 85 12  0 2025-04-19 14:04:33
 0  0      0  82936   2420 145132    0    0 10002    26  588  700  1  1 97  1  0 2025-04-19 14:04:38
 0  0      0  94160    512 139648    0    0 88034    22 1444 1655  1  3 76 20  0 2025-04-19 14:04:43
 0  0      0  93980    484 140372    0    0  5718     5  469  654  0  1 99  0  0 2025-04-19 14:04:48
 0  0      0  66544    620 168124    0    0 88252    10 1541 1798  1  2 75 21  0 2025-04-19 14:04:53
 0  0      0  75620    812 159244    0    0  3506     5  406  595  0  0 99  0  0 2025-04-19 14:04:58
 1  0      0  69528    292 157504    0    0 48322    10 1222 1560  1  2 86 10  1 2025-04-19 14:05:04
 1  0      0  67064    924 167532    0    0 13463     2  454  604  0  1 97  1  0 2025-04-19 14:05:09
 1  2      0  84060    268 151184    0    0 15725    24  573  788  0  1 95  3  0 2025-04-19 14:05:14
 0  0      0  85356    384 150052    0    0 64102     9 1218 1519  1  2 81 16  0 2025-04-19 14:05:19
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 2  0      0  76200   1676 157176    0    0  9653    10  570  735  0  1 98  1  0 2025-04-19 14:05:24
 0  0      0  70424    596 164360    0    0 70147     9 1289 1572  1  2 86 11  0 2025-04-19 14:05:29
 0  0      0  96952    512 137400    0    0  2416    10  448  617  0  1 99  0  0 2025-04-19 14:05:34
 0  0      0  71832    404 158420    0    0 62848     5 1315 1675  1  2 84 13  0 2025-04-19 14:05:39
 0  0      0  66540    632 162724    0    0  3901    10  421  615  0  0 99  0  0 2025-04-19 14:05:44
 0  0      0  75936    252 159556    0    0 80441    14 1335 1590  1  2 79 17  0 2025-04-19 14:05:49
 0  0      0  74412   2012 155776    0    0 13201    10  626  774  0  1 97  1  1 2025-04-19 14:05:54
 2  2      0  71480    284 160540    0    0 58448     9 1117 1385  1  2 80 17  0 2025-04-19 14:05:59
 0  0      0  90676    524 144140    0    0 101399    18 1456 1482  1  3 62 34  0 2025-04-19 14:06:04
 0  0      0  80344    660 154548    0    0  2107    20  417  589  0  0 99  0  0 2025-04-19 14:06:09
 0  0      0  80212    812 154100    0    0 77045     6 1275 1549  1  2 76 20  1 2025-04-19 14:06:14
 0  0      0  86780    872 146732    0    0  4650    10  427  659  0  0 99  0  0 2025-04-19 14:06:19
 1  2      0  76628    272 158204    0    0 81840    19 1172 1459  1  2 73 23  0 2025-04-19 14:06:24
 0  0      0  66816    928 167128    0    0 22882    10  623  797  0  1 91  8  0 2025-04-19 14:06:29
 0  1      0  77548    244 156980    0    0 10209    10  493  684  0  1 98  1  0 2025-04-19 14:06:34
 0  0      0  70844    892 162432    0    0 66874    10 1288 1522  1  2 80 17  0 2025-04-19 14:06:39
 1  0      0  84856    308 149060    0    0  2340    10  429  604  0  0 99  0  0 2025-04-19 14:06:44
 0  0      0  68744    580 165528    0    0 84848    17 1401 1646  1  2 73 23  1 2025-04-19 14:06:49
 0  0      0  86888    860 146728    0    0  2944     6  383  581  0  1 99  0  0 2025-04-19 14:06:54
 0  0      0  86944    220 145448    0    0 96788     7 1453 1690  1  3 78 19  0 2025-04-19 14:06:59
 0  0      0  74596    664 157056    0    0  2395    16  385  567  0  0 99  0  0 2025-04-19 14:07:04
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 1  6      0  64100    724 170912    0    0 65684     5 1191 1485  1  2 82 15  0 2025-04-19 14:07:09
 0  0      0  82408   2128 148240    0    0 11206    16  514  671  0  1 98  0  0 2025-04-19 14:07:14
 3  0      0  97588    584 123804    0    0 36262    23 1112 1407  1  2 90  7  0 2025-04-19 14:07:19
 0  0      0  74260    784 157940    0    0 76235    21 1018 1100  0  2 78 19  0 2025-04-19 14:07:24
 0  0      0  67456   1012 163788    0    0  1203    20  425  607  0  0 99  0  0 2025-04-19 14:07:29
 0  0      0  91452    460 140236    0    0 151566    12 1925 2065  1  4 43 51  0 2025-04-19 14:07:34
 0  0      0  80876    772 149352    0    0 24219    14  652  730  0  1 96  2  0 2025-04-19 14:07:39
 5  0      0  94572   1716 119792    0    0 21410    28  789 1167  1  1 95  3  1 2025-04-19 14:07:44
 0  0      0  66908    540 164628    0    0 74851    31 1094 1224  1  2 78 19  1 2025-04-19 14:07:49
 0  0      0  97460   2420 129628    0    0  8472     6  524  689  0  1 98  0  0 2025-04-19 14:07:54
 0  0      0  66972    920 165896    0    0 93711    21 1477 1740  1  3 74 22  0 2025-04-19 14:07:59
 0  0      0  72532    580 160600    0    0 15065     6  575  736  0  1 97  2  0 2025-04-19 14:08:04
 0  0      0  76168    480 157340    0    0 57438    10 1211 1466  1  2 84 14  0 2025-04-19 14:08:09
 0  0      0  68236    744 164956    0    0 10813    10  462  645  0  1 83 15  0 2025-04-19 14:08:14
 1  3      0  82172    296 151508    0    0 42225    10 1049 1341  1  2 88  9  0 2025-04-19 14:08:19
 0  0      0  78548    468 153768    0    0 72219     0 1019 1105  1  2 78 20  0 2025-04-19 14:08:24
 1  0      0  66452    756 165748    0    0  2442    14  411  607  0  0 99  0  0 2025-04-19 14:08:29
 0  0      0  68340    752 155024    0    0 78130     5 1324 1577  1  2 74 23  0 2025-04-19 14:08:34
 0  0      0  72072    712 151088    0    0  8909    18  467  627  0  1 99  0  0 2025-04-19 14:08:39
 0  0      0  75464    512 156616    0    0 108670     5 1448 1659  1  3 69 27  0 2025-04-19 14:08:44
 1  0      0 101268   1664 127712    0    0 13930    17  579  740  0  1 98  1  0 2025-04-19 14:08:49
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 2  1      0  71060    672 151360    0    0 42660     6  942 1204  1  2 88  9  1 2025-04-19 14:08:54
 0  0      0  77192    704 154732    0    0 61998    40  853 1055  0  2 79 19  0 2025-04-19 14:08:59
 0  0      0  72976   2164 151704    0    0  6348     5  506  684  1  1 98  1  0 2025-04-19 14:09:04
 0  0      0  70180    624 158508    0    0 132849    22 1786 1938  1  4 55 39  0 2025-04-19 14:09:09
 0  0      0  76004   1208 153800    0    0  8922    22  506  678  0  1 98  1  0 2025-04-19 14:09:14
 2  3      0  65644    404 165056    0    0 58056    17 1158 1449  1  2 85 13  0 2025-04-19 14:09:19
 0  0      0  87296    696 145576    0    0 35894    14  718  927  0  1 87 12  0 2025-04-19 14:09:24
 0  0      0  76460    844 156364    0    0  2179     5  417  632  0  0 99  0  0 2025-04-19 14:09:29
 0  0      0  90340    476 142748    0    0 76030    10 1303 1555  1  2 82 15  0 2025-04-19 14:09:34
 0  0      0  71944    852 161152    0    0  3744     6  520  672  0  1 99  0  0 2025-04-19 14:09:39
 1  0      0  67092    424 165104    0    0 67979    29 1350 1629  1  2 83 14  0 2025-04-19 14:09:44
 0  0      0  79488    860 152828    0    0  8630     6  533  718  0  1 99  0  0 2025-04-19 14:09:49
 1  0      0  81768    644 150800    0    0 82240    10 1374 1571  1  3 73 23  0 2025-04-19 14:09:54
 0  0      0  70404    596 162088    0    0  7939     5  493  685  0  0 99  0  0 2025-04-19 14:09:59
 1  0      0  69768    416 163300    0    0 48842     5 1221 1507  2  2 87  8  1 2025-04-19 14:10:04
 0  0      0  74356    940 157704    0    0  9266    10  536  713  0  1 97  2  0 2025-04-19 14:10:09
 0  1      0  78168    772 153932    0    0 13446     5  653  861  0  1 96  2  1 2025-04-19 14:10:14
 1  0      0  77764    652 155164    0    0 60413    16 1234 1425  1  2 86 11  0 2025-04-19 14:10:19
 0  0      0  73228    752 159236    0    0   822     6  440  619  0  1 99  0  0 2025-04-19 14:10:24
 0  0      0  81172   1652 148588    0    0 104840    11 1679 1821  1  3 69 27  1 2025-04-19 14:10:29
 0  0      0  67816   2344 159120    0    0  2242     8  445  634  0  0 99  0  0 2025-04-19 14:10:34
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 1  0      0  68256    592 163704    0    0 95978    20 1442 1656  1  3 71 25  0 2025-04-19 14:10:40
 0  0      0  69972    916 161560    0    0 13779     6  532  751  0  1 96  3  0 2025-04-19 14:10:45
 1  0      0  87740    300 144380    0    0  6442     0  483  713  0  1 98  1  0 2025-04-19 14:10:50
 0  0      0  79500    760 146112    0    0 93025    14 1444 1702  1  2 73 23  1 2025-04-19 14:10:55
 0  0      0  90524    636 134576    0    0  3879    13  437  624  0  0 99  0  0 2025-04-19 14:11:00
 1  0      0  92148    476 139224    0    0 96582    10 1457 1802  1  2 71 26  0 2025-04-19 14:11:05
 0  0      0  98464    652 132276    0    0  5841    10  437  630  0  0 99  0  0 2025-04-19 14:11:10
 0  0      0  84584    580 145496    0    0 58814     5 1139 1463  1  2 86 12  0 2025-04-19 14:11:15
 0  0      0  71508   2336 154572    0    0  8880    10  592  809  1  1 98  1  0 2025-04-19 14:11:20
 1  0      0  79912   1272 136180    0    0 43062    10 1099 1362  1  2 88  9  0 2025-04-19 14:11:25
 0  0      0  77068    960 150360    0    0 62734    42  905 1034  0  2 82 16  0 2025-04-19 14:11:30
 0  0      0 104508    524 125452    0    0  4335    10  368  591  0  1 99  0  0 2025-04-19 14:11:35
